Week,0,1,2,3,4,5,6
2008-11-10,0.25373081381574614,0.13879432848606915,0.15149672938133432,-0.2677608983193524,0.18915482023986974,0.13837154559814488,0.3962126607981884
2008-11-17,-0.024104397289034636,-0.05960755935707371,0.34419327648463977,-0.1450262603933455,-0.14530203394929375,0.23459758589028612,0.7952493886138217
2008-11-24,-0.030047271404706352,0.2616339792462682,-0.09636414422019826,-0.272581390606888,0.13834099440296982,0.25890480745696837,0.7401130251255863
2008-12-01,0.032965713370304475,0.2810571701021143,0.21647095455262544,-0.3293708376319873,0.12000253541196512,0.09780725619040251,0.5810672080045756
2008-12-08,0.1180901972733313,0.20665718766022848,0.3850472119333624,-0.25215692874228,-0.035280431777198334,0.1075952180681524,0.4700475455844037
2008-12-15,-0.044134249706202014,0.4378797684036628,0.11519599812930216,-0.058440910422857595,0.03260725802127829,-0.13881826689384222,0.6557104024686586
2008-12-22,0.3585954736231738,0.19312983613378398,0.04659935753976548,-0.24511531287417915,0.11765855273353706,0.12338505834843198,0.4057470344954868
2008-12-29,-0.0023916795221565006,0.32755576696188643,0.30266442866492616,-0.17719452819156958,0.14976132482253032,-0.14265466540096725,0.5422593526653504
2009-01-05,-0.01152242747020158,0.2974156249778209,0.3490391158755054,-0.15005896924117898,-0.06881339153333096,-0.02649736520114123,0.6104374125925264
2009-01-12,0.0034650234394018133,0.33939863753496724,0.1587596719267449,-0.19741714453252565,0.190335146333451,-0.16259869660625642,0.668057361904217
2009-01-20,0.04241820057701453,0.20004250359728018,0.26232810925930383,-0.2728451088055302,0.20833121631442258,0.12701774940571445,0.4327073296517947
2009-01-26,0.12019698424643152,0.16944456097739674,0.3961969253116383,-0.1726881075744167,0.09831093703647453,-0.052016037123921256,0.4405547371263968
2009-02-02,0.34423497854576673,0.08370649725160163,0.3302853934102776,-0.15939514501473862,-0.20552188163209695,0.09720998989290629,0.5094801675462834
2009-02-09,-0.02443485737327071,0.23686880819998465,0.1034605730438489,-0.08707684882456482,-0.052627073449096055,-0.01325888524163407,0.8370682836447321
2009-02-17,-0.013634962937410232,0.39415775480850856,0.5619621020431222,-0.2886966598819027,-0.09362672740417677,0.06479016716485886,0.3750483262070001
2009-02-23,0.37497757851851454,0.23337670628957988,-0.027856789358549468,-0.22505566065003432,0.1296030358008704,0.06843519301472527,0.44651993638489373
2009-03-02,0.016632579462118446,0.2650232769145481,0.16486792003044148,-0.3206104960091079,0.2844659145657856,0.10633160957120467,0.48328919546500965
2009-03-09,-0.012741264358819542,0.3604746722906,-0.01951857252307731,-0.09994427371217897,-0.03671802146925277,0.009480821768980453,0.7989666380037482
2009-03-16,0.3794541460325373,0.24610874193795962,-0.13658997455753832,-0.07648708869327307,0.12717152343088303,0.00451899045842628,0.4558236613910052
2009-03-23,0.029234232443430305,0.38919866343500076,0.19918161872222828,-0.207250138808526,-0.09113676188412624,0.035171761955409234,0.6456006241365837
2009-03-30,-0.03075980325579005,0.15172648552317153,0.18555021227786198,-0.1611453102262349,0.05245947452128546,0.06155130019994292,0.7406176409597632
2009-04-06,-0.3280787765768494,0.35630786538680753,0.0988690893777166,-0.20820208350829772,0.3649797191798729,0.05304151007993628,0.6630826760608138
2009-04-13,0.23106146353386936,0.3064123001169736,0.20863169425088435,-0.1408451844241403,-0.11598835559417207,-0.06604185643697327,0.5767699385535583
