Date,PNQI,SPY,XLK,SPXL,TQQQ,XLY,XLF
2018-12-21,-0.03753036447947622,-0.026525019477182,-0.035184494249389076,-0.06378596005696346,-0.101605820270259,-0.026833781610585028,-0.02641412263161058
2018-12-24,-0.010626051193760588,-0.026778295497672744,-0.027051843658298935,-0.08255334099623157,-0.07692448951873398,-0.01916715000461,-0.02128689892351643
2018-12-26,0.05672671443456068,0.04928990931799593,0.058642130084929356,0.13529996879044148,0.16550889835264648,0.05756297596138715,0.044276363889448334
2018-12-27,0.004303386128046149,0.0076480479963194625,0.007175543566762421,0.021026980909635284,0.014121744433480465,0.005322938664760635,0.011935379799683954
2018-12-28,0.00036540528839168473,-0.0012908207168935704,-0.002277524766299166,-0.005918174698064771,-0.004132743473140188,0.00010210950376876582,-0.0004238283076225535
2018-12-31,0.0031005310973739597,0.00872068611466048,0.00940188496939065,0.027424402604554032,0.022386948337511647,0.010661653972293017,0.009702651227495362
2019-01-02,0.006895903501006551,0.0010397701860407338,0.0006451760792716144,0.000911401505058862,0.014207416967780162,0.0075464460751488716,0.008361284594033958
2019-01-03,-0.027223106390593443,-0.02415209113948702,-0.051785634460991936,-0.07698535216230251,-0.10190626367260469,-0.02188984500043656,-0.02273786024544444
2019-01-04,0.04931210007086051,0.03294696944123299,0.04336588822025789,0.09623404840783456,0.12036672360861944,0.03255847077990204,0.03267993748644171
2019-01-07,0.0213519003086029,0.007853723405747637,0.008903324542584024,0.02384222912141265,0.031381206403113815,0.022360436884329538,0.001235867755173814
2019-01-08,0.012561458211924226,0.009351468556684672,0.008345425777865678,0.026691217810077994,0.02845921848631905,0.010995475229637286,0.0008229856537789182
2019-01-09,0.008852636291893035,0.004662604047895869,0.01286244598241204,0.014619333588110628,0.023353021135213314,0.005071041651008912,0.004924131402102017
2019-01-10,0.0049875106306149775,0.0035213489085501593,0.0044080483416930605,0.011101909851236158,0.009571777245433566,-0.0028672046718831723,0.00040925839368455286
2019-01-11,-0.002871107724237376,0.0003862283308011527,-0.0018867762069803007,0.0002760352180346537,-0.01197905986960679,0.0009566486105985206,0.002451961395502522
2019-01-14,-0.0058522065886474905,-0.006119609612380117,-0.009328870639921938,-0.01837979378936616,-0.026375199485118017,-0.006138513199728024,0.0069148160831637995
2019-01-15,0.023704562520296513,0.011395631602565182,0.01497861265253242,0.033985850997761524,0.05395003440006052,0.00900298019868373,0.008878158223696087
2019-01-16,8.308457345673759e-05,0.0024169150781272464,0.0009384883890346529,0.005688734812177021,0.001405753703024093,-0.002290931391572215,0.021070176905102045
2019-01-17,0.00843680984189632,0.007558078730287576,0.006389855081497586,0.023756605992581115,0.023143824512259936,0.006762243890278796,0.005492339852417594
2019-01-18,0.010406064014581773,0.0132222096029313,0.015109687987708398,0.037281010583070984,0.027083595772275704,0.013763406477838025,0.0170679294064211
2019-01-22,-0.026765168062251377,-0.01360259113704032,-0.016975692945568888,-0.039922281862628584,-0.05680481729532261,-0.015093188125843149,-0.01160551643394836
2019-01-23,-0.002766732654297499,0.002090252236641277,0.003418294481635442,0.003959295399832197,0.0009423066612082032,0.001994009939629393,0.0011665869150707664
2019-01-24,0.012680545791566189,0.0005312894201532359,0.008341118819441107,0.0026309483267534794,0.017505406254785694,0.004165118137568591,0.00232924688996361
2019-01-25,0.01994403466454653,0.008425837326943686,0.014052440677587263,0.02695853001601556,0.035011466621785114,0.01099168539555162,0.008109682628913983
2019-01-28,-0.004887582899515408,-0.007629258522316107,-0.013437325881447748,-0.02485884379693548,-0.03755984302741844,-0.005809565722315391,-0.0030816635939689974
2019-01-29,-0.01505645176503112,-0.001327868224780815,-0.01081934154259212,-0.005257655858869725,-0.02870788252844436,-0.006505490586070195,-0.0034782702734590387
2019-01-30,0.026020125904981484,0.015706769299985268,0.030606827450841756,0.046352351049396834,0.07228178681621333,0.019483585501681944,0.005790389468550483
2019-01-31,0.02275824728756959,0.008744102128511066,-0.0010555636398006385,0.026323783350744367,0.04303140212675949,0.009049795988715914,-0.001540794146118074
2019-02-01,-0.0025297035167843873,0.0004815085008074149,0.005866875024526763,0.0007350874666802731,-0.012845359366314923,-0.014724499293189197,0.004231539435386011
2019-02-04,0.011881033317870049,0.007010817745824127,0.015921766688371974,0.020844108774867642,0.03597511843268553,0.006509200426219053,0.004213781844255138
2019-02-05,0.013826586476973546,0.00418308559018854,0.00837931714976392,0.01239587915241902,0.026055437149610228,0.009317860044574466,-0.0026794157589704604
