Date,Return
2008-11-10,-0.0002011065111178999
2008-11-11,-0.0006894233251558381
2008-11-12,-0.03354996783408263
2008-11-13,-0.0004788877270639558
2008-11-14,0.005796045032056944
2008-11-17,-0.0084369478739469
2008-11-18,0.001958372605192406
2008-11-19,-0.005415086145059659
2008-11-20,0.0006708798107538287
2008-11-21,-0.0015538584776917895
2008-11-24,0.01564298009233522
2008-11-25,-0.001342521809354703
2008-11-26,0.0005030623470930651
2008-11-28,0.003650104526287595
2008-12-01,0.02499201237702889
2008-12-02,-0.0017133064876659937
2008-12-03,-0.0010680801551037533
2008-12-04,0.013539479198651767
2008-12-05,-0.004750697443826244
2008-12-08,0.010443928559522635
2008-12-09,0.0061201248395950925
2008-12-10,-0.012939518489416971
2008-12-11,8.492636283706349e-05
2008-12-12,0.0027703472297589877
2008-12-15,0.0013276699953240682
2008-12-16,0.004194834973111539
2008-12-17,-0.004921904426298806
2008-12-18,-0.004767930313053785
2008-12-19,-0.004530218733843592
2008-12-22,-0.017460053165849834
2008-12-23,0.0005484407552745061
2008-12-24,0.0035058584818400155
2008-12-26,-0.0021315827435965306
2008-12-29,-0.002263638647266627
2008-12-30,0.0025652297721211223
2008-12-31,0.0002730208812863643
2009-01-02,0.007211823271071343
2009-01-05,0.0005334878873131478
2009-01-06,0.004257903084308075
2009-01-07,-0.0031617499761385963
2009-01-08,0.002383791271051459
2009-01-09,-0.0004972572035978969
2009-01-12,0.00798133619472274
2009-01-13,-0.005495137539662698
2009-01-14,0.007335201303714471
2009-01-15,0.010191586164849846
2009-01-16,0.007351243777804492
2009-01-20,-0.01334564107228117
2009-01-21,0.012622876050016425
2009-01-22,-0.004972835652849371
2009-01-23,0.003032357354882583
2009-01-26,0.0059446077358349956
2009-01-27,-0.003985507224963481
2009-01-28,-0.00034294799027761487
2009-01-29,-0.002357009451866576
2009-01-30,-0.005031187202597478
2009-02-02,0.03368477575225064
2009-02-03,9.309461359340986e-05
2009-02-04,0.00870705705033644
2009-02-05,-0.004062705741504778
2009-02-06,0.01276346220088385
2009-02-09,-0.0009269857038996653
2009-02-10,0.004641966662963045
2009-02-11,-0.0013506981701389951
2009-02-12,0.001197884237315269
2009-02-13,-0.00030495295841654366
2009-02-17,-0.00033231308196647645
2009-02-18,0.0002746461630898899
2009-02-19,-0.0111375091929084
2009-02-20,0.011411951635963294
2009-02-23,0.010609250037184723
2009-02-24,-0.0020327036610508563
2009-02-25,0.002577567576502394
2009-02-26,0.019476838028397798
2009-02-27,0.004664916472960953
2009-03-02,0.012941620353650183
2009-03-03,-0.0014928534547478415
2009-03-04,-0.004603803435639473
2009-03-05,0.00010376289454584438
2009-03-06,-0.00010098958182388882
2009-03-09,-0.0003693670941805308
2009-03-10,0.0021060919837756807
2009-03-11,9.467017744278392e-05
2009-03-12,0.0017753711017967468
2009-03-13,0.0008393640757442599
2009-03-16,-0.0022973499622616
2009-03-17,0.024140191153798455
2009-03-18,0.004497357136924056
2009-03-19,-0.0005089080544376325
2009-03-20,-0.001870431919944689
2009-03-23,-0.0027820917051366908
2009-03-24,0.0014024468374532143
2009-03-25,-0.000111105648513922
2009-03-26,-0.0030098853044594944
2009-03-27,0.0025574666244051114
2009-03-30,1.6410056924520125e-05
2009-03-31,0.0053411621696397606
2009-04-01,-0.00044073472648812305
2009-04-02,-0.002722890838349178
2009-04-03,8.31309484574615e-05
2009-04-06,-0.0013115239841828801
2009-04-07,-0.0013015796882028027
2009-04-08,0.0066316961822199295
2009-04-09,-0.0035145685248451955
2009-04-13,0.00042157949843706663
2009-04-14,0.007607630857759138
2009-04-15,-0.00671770485148489
2009-04-16,0.008406720812622304
2009-04-17,-0.006613752158398276
2009-04-20,0.00556982705356404
2009-04-21,1.110432650110345e-05
2009-04-22,0.0025905017827486583
2009-04-23,-0.003115421438297301
2009-04-24,-0.0008503687394159812
2009-04-27,-0.0008040630795827201
2009-04-28,-0.0017697467951623587
2009-04-29,0.0009226826755581077
2009-04-30,0.004221134221428192
2009-05-01,-0.004763635935094567
2009-05-04,-0.0012038506303067022
2009-05-05,-0.002199143474362399
2009-05-06,-0.0007745721594894556
2009-05-07,-0.00966955276772196
2009-05-08,-0.005082155688789353
2009-05-11,-0.00023918581262505475
2009-05-12,-0.0034690464020849525
2009-05-13,-0.00044592901142557464
2009-05-14,0.0008951141772508952
2009-05-15,-0.0006327614810228962
2009-05-18,0.005329882330467914
2009-05-19,-0.0009654035967608969
2009-05-20,-0.0004467905479756194
2009-05-21,-0.005568707788413693
2009-05-22,-0.0002929517358697798
2009-05-26,-0.0011170105260671567
2009-05-27,0.00041673414642735514
2009-05-28,0.0015346510291730762
2009-05-29,0.001367747483052351
2009-06-01,0.0008816559240473659
2009-06-02,-0.004453984616355055
2009-06-03,0.001962163626923941
2009-06-04,0.005768259153726887
2009-06-05,-0.001770449141002306
2009-06-08,-0.007272732760069726
2009-06-09,0.0041243809823313625
2009-06-10,-0.0016157107366472302
2009-06-11,-0.0018352142231869947
2009-06-12,-0.005109848672106723
2009-06-15,0.005528786784665884
2009-06-16,-0.002054376583757157
2009-06-17,0.0005681309980941995
2009-06-18,-0.002031021446644681
2009-06-19,0.0013014487557200121
2009-06-22,-0.004261776244652141
2009-06-23,0.00035614205528277797
2009-06-24,0.0038412374287757384
2009-06-25,0.0023109294831363822
2009-06-26,0.0015738218822506937
2009-06-29,0.00036789242451862065
2009-06-30,-0.00034855883859575784
2009-07-01,-0.0013215751180791749
2009-07-02,0.000847472280602687
2009-07-06,0.002660204025667168
2009-07-07,-0.00019530510978536719
2009-07-08,0.0034762304642966067
2009-07-09,0.0030441524091109106
2009-07-10,0.0013605713109629482
2009-07-13,-0.0038630366557242655
2009-07-14,-0.0021545782930120173
2009-07-15,-0.003691363015319609
2009-07-16,-0.0029564941495239996
2009-07-17,0.00522681646070551
2009-07-20,0.0022870122138798354
2009-07-21,-0.003152773074272315
2009-07-22,0.0038199940195763594
2009-07-23,-0.0009497313733133372
2009-07-24,-0.004091845893279293
2009-07-27,0.0012805465109031562
2009-07-28,-0.0014323687291844635
2009-07-29,0.001877225793885659
2009-07-30,0.0012981900400024613
2009-07-31,0.0026024627981154538
2009-08-03,0.0016547758523315606
2009-08-04,-0.000532851164832574
2009-08-05,0.0002684503092340611
2009-08-06,-0.003330093526943076
2009-08-07,0.00024458219927989805
2009-08-10,0.0001899602490070939
2009-08-11,-9.265278620941163e-05
2009-08-12,0.002116549380647338
2009-08-13,0.0020895889241301525
2009-08-14,0.0007588607339961374
2009-08-17,0.00011886111925479316
2009-08-18,0.0012816815346416064
2009-08-19,-0.0025772508079008544
2009-08-20,0.0009821103201760144
2009-08-21,-0.002458258105036267
2009-08-24,-3.274216444884852e-06
2009-08-25,-6.809464281475465e-05
2009-08-26,0.0019627795976407346
2009-08-27,-0.0017940228109695415
2009-08-28,0.0013589674500583695
2009-08-31,-0.012145399461383143
2009-09-01,-0.009851278258574422
2009-09-02,-0.0062256116208112425
2009-09-03,0.0031535401671737655
2009-09-04,0.011120860213453038
2009-09-08,0.0009720565041938157
2009-09-09,0.002549527814724147
2009-09-10,0.0013580732861255725
2009-09-11,0.0009772619546232443
2009-09-14,-0.004535807423064707
2009-09-15,0.004099483546269527
2009-09-16,0.001016859019594003
2009-09-17,0.0017300916334918553
2009-09-18,-0.0005284479622774191
2009-09-21,-0.000621310515855812
2009-09-22,-0.00040501305317613826
2009-09-23,-0.0035415763157185267
2009-09-24,0.0012592345246537889
2009-09-25,-0.0018382986925530142
2009-09-28,-9.038029512344378e-05
2009-09-29,0.005094509132263772
2009-09-30,-0.0006297775633848293
2009-10-01,0.00638153527589472
2009-10-02,-0.006433400432798595
2009-10-05,0.0014225192446792418
2009-10-06,-0.003331576038030458
2009-10-07,-0.0013291620447643648
2009-10-08,0.001422581788418142
2009-10-09,-0.0013458391890905615
2009-10-12,0.00013081251942697139
2009-10-13,0.00221289635804467
2009-10-14,-0.002399225352330771
2009-10-15,-0.0024124186083444416
2009-10-16,-0.0005649330802265872
2009-10-19,0.004310786450893702
2009-10-20,-0.0030588170440073443
2009-10-21,-0.0038573917139464132
2009-10-22,0.00261021427291631
2009-10-23,-0.0016374172620417515
2009-10-26,-0.0011136658360861402
2009-10-27,-0.0004633874053792522
2009-10-28,-0.0011577329468770302
2009-10-29,0.002893212145078279
2009-10-30,-0.002472672649007319
2009-11-02,0.0009639946125569127
2009-11-03,-0.0024056717440626516
2009-11-04,0.0017877281889952415
2009-11-05,0.005088202030799617
2009-11-06,0.0011446001314843277
2009-11-09,0.0014910328114074915
2009-11-10,-0.0009319921751937872
2009-11-11,0.0023255458119212373
2009-11-12,-0.0006501624424760264
2009-11-13,-0.001868826594271698
2009-11-16,0.001181607982269211
2009-11-17,0.0017077906244812163
2009-11-18,-0.0018587271665888153
2009-11-19,-0.0022349136219213337
2009-11-20,0.025495718949776685
2009-11-23,0.0017391961606290321
2009-11-24,0.0017107593747661182
2009-11-25,0.000696410200169296
2009-11-27,-0.0028403843559876274
2009-11-30,0.0012459227266829933
2009-12-01,-0.002748703908751134
2009-12-02,-0.0014244799950687726
2009-12-03,-0.00014246286510482013
2009-12-04,0.0004091037784359531
2009-12-07,0.0022048205220645185
2009-12-08,0.00028582644271740303
2009-12-09,-0.0005325639894548941
2009-12-10,0.003389848475009965
2009-12-11,0.0007409815268100891
2009-12-14,0.0005248454424710341
2009-12-15,-0.0025588420328228026
2009-12-16,0.0008519958602712795
2009-12-17,-0.0008744441527562237
2009-12-18,-0.0006903786073447723
2009-12-21,0.0074919572440678255
2009-12-22,0.0022992882704677853
2009-12-23,0.004452182164597493
2009-12-24,0.0036283913571034
2009-12-28,0.0010265597282688313
2009-12-29,-0.00049512447541306
2009-12-30,0.00044013351363259733
2009-12-31,-0.005138019859655063
2010-01-04,0.011687237417548273
2010-01-05,0.005461465721468972
2010-01-06,-0.002434291907449429
2010-01-07,0.0039324692696757
2010-01-08,0.0010116148737603341
2010-01-11,-0.0004329083248712947
2010-01-12,-0.013002116214221524
2010-01-13,0.011256828020479063
2010-01-14,0.0029280368263240432
2010-01-15,-0.013576177623375455
2010-01-19,0.0059364159835196065
2010-01-20,-0.0044976871236005024
2010-01-21,-0.007152471004302871
2010-01-22,-0.008692310854917368
2010-01-25,0.0003073863320271242
2010-01-26,-0.0009429626283556133
2010-01-27,0.0028028394426600593
2010-01-28,0.001765738630933032
2010-01-29,0.0022698818973457733
2010-02-01,0.004274995578990187
2010-02-02,0.004857254418955739
2010-02-03,0.0001359339267159225
2010-02-04,-0.01170718044325814
2010-02-05,0.0009946013475356777
2010-02-08,-0.002822243310063247
2010-02-09,0.0015676206841085318
2010-02-10,0.0017614434609760732
2010-02-11,0.0005503389159060723
2010-02-12,-0.0007502138116456474
2010-02-16,-7.333210770083892e-05
2010-02-17,0.0003270591448333252
2010-02-18,0.0007189335355084943
2010-02-19,-8.062010465722817e-05
2010-02-22,0.002662353056367821
2010-02-23,0.002277525531378714
2010-02-24,0.0029257464790722865
2010-02-25,0.00025127196072842245
2010-02-26,0.001759527182583897
2010-03-01,0.007936425969345733
2010-03-02,0.0009769857001173856
2010-03-03,0.0003236764797312236
2010-03-04,0.0036279887573233164
2010-03-05,0.010029169846922713
2010-03-08,0.0015574055679259933
2010-03-09,0.0030036309058592402
2010-03-10,0.004581628283918225
2010-03-11,0.0023861220044781766
2010-03-12,0.00010837327612627851
2010-03-15,-0.0010812398568625138
2010-03-16,0.008603332991632486
2010-03-17,0.0065408069621763505
2010-03-18,-0.0017412193950874049
2010-03-19,-0.00757930730497154
2010-03-22,0.0064565409443090955
2010-03-23,0.0032655085785045115
2010-03-24,-0.0037906175955740753
2010-03-25,0.0018423730641099272
2010-03-26,0.00032502732895235654
2010-03-29,0.004125964674169517
2010-03-30,-0.00010171257155531087
2010-03-31,-0.0005894961428919529
2010-04-01,0.002600666909801117
2010-04-05,0.010125199125293234
2010-04-06,0.004793147591530883
2010-04-07,-0.004743140659254486
2010-04-08,0.004965161652497058
2010-04-09,0.0061762275198377625
2010-04-12,0.0034401136734339183
2010-04-13,0.001810409536117108
2010-04-14,0.01591947242244943
2010-04-15,0.0028134526529562144
2010-04-16,-0.022387197491771378
2010-04-19,0.0009186413622969036
2010-04-20,0.006909906925970078
