Date,GDX,VXX,SHY,UUP,PNQI
2018-12-21,-0.011189585921157263,0.04920448948457734,0.0007197404120020678,0.006575157048779978,-0.03753036447947622
2018-12-24,0.0313052102621989,0.04892168456316082,0.0008390734140997225,-0.015148912687417582,-0.010626051193760588
2018-12-26,-0.022537482436981726,-0.054460648843230874,-0.0009590246816397752,0.005075203916483417,0.05672671443456068
2018-12-27,0.016831292880861604,0.04142850794286179,0.0010788609749861067,-0.004292713337372245,0.004303386128046149
2018-12-28,-0.01780171785616247,-0.001641063569415735,0.0014365514135885604,-0.0027413252037997715,0.00036540528839168473
2018-12-31,0.02350790741228259,-0.035949480188598226,0.0003589068737257506,-0.001962679189874361,0.0031005310973739597
2019-01-02,-0.0018984778415305215,-0.026961623543928948,0.00011951577695423765,0.0074378352732997755,0.006895903501006551
2019-01-03,0.020221724445270706,0.04069950638489939,0.0020307693538272886,-0.005475156083425414,-0.027223106390593443
2019-01-04,-0.00841521143288082,-0.08266997476970728,-0.0021502851307815263,-0.0015698949945606167,0.04931210007086051
2019-01-07,-0.012281605513459581,-0.022597215233695955,-0.0007178513034515888,-0.00432981208451233,0.0213519003086029
2019-01-08,0.00047509250106969603,-0.020497896444642727,-0.0005984967252885554,0.003150846349341485,0.012561458211924226
2019-01-09,0.012745061099347588,-0.02384788142354921,0.00047888082185565395,-0.009482479868954563,0.008852636291893035
2019-01-10,-0.01512314726015962,-0.010538029193703391,0.0001196159034329014,0.005937069348920243,0.0049875106306149775
2019-01-11,0.003802282330481077,-0.033060854363307524,0.0005982299909881306,0.0007889727219008158,-0.002871107724237376
2019-01-14,-0.007141169015213222,0.0027972200875234776,0.0,0.0,-0.0058522065886474905
2019-01-15,-0.015407126521982839,-0.04439412723809211,0.0003587298011193951,0.0035426193379906046,0.023704562520296513
2019-01-16,-0.00048533020322505394,0.019974439421655887,-0.00023910848865593692,0.0011780397638494478,8.308457345673759e-05
2019-01-17,0.0029083619923420123,-0.011252252791448925,-0.0001196213124634582,0.0,0.00843680984189632
2019-01-18,-0.017086107008835505,-0.02504790181328964,-0.0008375674337708361,0.0031347958767056205,0.010406064014581773
2019-01-22,0.00686957049937309,0.08430935828117336,0.0008375674337708361,0.0,-0.026765168062251377
2019-01-23,0.0019540312840291563,-0.005471319933589847,-0.0002392855612622924,-0.002350156450680707,-0.002766732654297499
2019-01-24,0.00048793506397082353,-0.036053617785829495,0.0008371578870836061,0.005865104580283997,0.012680545791566189
2019-01-25,0.032632468437574946,-0.03820780288578396,-0.0007175079492549585,-0.008220797279912428,0.01994403466454653
2019-01-28,0.012667326360360498,0.04053188790093376,0.00011963562343364487,0.0007857977050678144,-0.004887582899515408
2019-01-29,0.023953174200442184,-0.002841293656734134,0.00047830821211380936,0.00039270486255427173,-0.01505645176503112
2019-01-30,0.009513140538532916,-0.04496924783054412,0.0013141463924020158,-0.005117081117759437,0.026020125904981484
2019-01-31,0.022733326647613072,-0.04227729451185569,0.0008353684257755845,0.0019711907629189618,0.02275824728756959
2019-02-01,-0.005302745020743682,-0.009642733547269966,-0.002986681564662419,0.0,-0.0025297035167843873
2019-02-04,-0.0035508215139672394,-0.031555669327434366,0.0,0.002753185492286203,0.011881033317870049
2019-02-05,0.005321557490464368,-0.008566022529116868,0.0,0.0027457009792053455,0.013826586476973546
2019-02-06,-0.0173995599752943,-0.005353978015204763,0.00047847984683446754,0.003909249482771493,-0.007588784994297271
2019-02-07,-0.008587561326437232,0.0328572456009808,0.0007172451891381826,0.002338324278536419,-0.018197945948791983
2019-02-08,0.013973608488401457,-0.01219533050389865,0.00035842977152089617,0.0011670407621369172,0.003161320246670485
2019-02-11,-0.011706582517756914,-0.010868044438193003,-0.00035842977152089617,0.0038805009266700274,0.0007887559335815197
2019-02-12,-0.0013596506611270875,-0.018179627628865713,-0.00011953554028742985,-0.003491765096535371,0.017894545189139244
2019-02-13,-0.005913101732047732,-0.0024089693450348726,-0.0007173309613142109,0.005426420135742571,-0.00023235955559108845
2019-02-14,0.009986434152291501,0.017927050195983174,0.0013147746966319929,-0.0011603438188418913,0.003402697968104107
2019-02-15,0.01301346242514434,-0.035567350421294996,-0.0004779081950303521,-0.00193682942693707,-0.003557555524877465
2019-02-19,0.03116333325124465,0.0030636811950874865,0.0007167311171709656,-0.0038850234822351837,0.009484557958619355
2019-02-20,0.009462488699031102,-0.04089845816593085,-0.00011935877201896261,0.0007781537576883046,-0.0038446797705908864
2019-02-21,-0.016400931587570167,0.01298108316126223,-0.00035843527394074925,0.0007776228345832692,-0.00866618232847749
2019-02-22,0.003475239180913192,-0.038478640570961176,0.0007166510317029307,-0.0003887358301346566,0.015193299797339854
