Week,0,1,2,3,4,5,6
2010-12-27,-0.03109090973161248,0.5211727257782401,0.4438084112761467,-0.14892692286021728,-0.27091308222681204,0.5091778203809709,-0.0232280426167159
2011-01-03,0.24683568754405658,0.90349051379764,0.13414876120639574,-0.2881811384493099,-0.2602089356570892,0.19994207065752395,0.06397304090078298
2011-01-10,-0.050923120753533536,0.6220280454685014,0.5130440274495203,-0.137347867971979,-0.13780537936651524,0.5402878456659074,-0.34928355049190124
2011-01-18,-0.005155633555353792,0.9526044513970631,0.5285802209486545,0.03301573855261936,-0.1404656225610029,0.43098099820467456,-0.799560152986655
2011-01-24,0.23319778082764983,0.48981926080431176,0.5602472726014088,-0.13893767294190007,-0.27703304721032523,0.24123058891978463,-0.10852418300092972
2011-01-31,0.295738636868129,0.6578708601353281,0.5909336255222322,-0.03879208275455951,-0.24929012010062845,-0.33601838005611084,0.07955746038560957
2011-02-07,-0.017473919560084657,0.5013746724661864,0.660060292472269,-0.32258114740460647,-0.17755757123023422,0.11956969446178549,0.23660797879468448
2011-02-14,0.3591643848934581,0.296513056745438,0.3173722117625344,-0.024567107056936714,-0.2630207260623792,0.27643668285562606,0.03810149686225952
2011-02-22,0.40562424944344994,0.25291582318843814,0.36516619989305565,-0.16836641724725881,-0.2445145419978217,0.29284387608486073,0.09633081063527603
2011-02-28,0.22432428471827978,0.40523125187123993,0.19458180375501974,-0.10189120018873116,-0.3470183734978381,0.1264800195047574,0.49829221383727246
2011-03-07,0.3051101541940552,0.3285673998153576,0.1454119318559956,-0.22431252598326032,-0.2990085258551326,0.25734646914249987,0.4868850968304847
2011-03-14,-0.2290881816294382,0.9908215210910022,0.5125053429687799,-0.500687961034977,0.00942431489086676,0.2532832642121348,-0.036258300472967415
2011-03-21,0.3543599831353525,0.36078133933271267,0.5141248044758554,-0.4506413603825102,-0.05570287771972821,-0.022345509825481606,0.2994236209837995
2011-03-28,0.2260359717393228,0.6550241683105155,0.5563827650577963,-0.2217834531364036,-0.1519631118121498,-0.2773717059363573,0.2136753657772762
2011-04-04,0.05937888821340154,0.45824067388810896,0.45583666987581856,-0.6018808244495374,0.05680018195113981,0.14987828895364694,0.4217461215674215
2011-04-11,0.22881141496488114,0.5850658053965667,0.5119254131110493,-0.4069288941877604,-0.21271768103410704,0.04158274934365919,0.2522611924057112
2011-04-18,0.3547247375245774,0.23923252571013431,0.255713701967885,-0.2182773336480685,-0.14029644214613915,0.2110792971124588,0.29782351347915226
2011-04-25,0.519223396482479,0.31418363387952675,0.20187144176365124,-0.2509068547130596,-0.15832827689370682,0.3390043497434028,0.03495230973770669
2011-05-02,0.2009183590696525,0.5725684983672057,0.6819470589353256,-0.18750945913205322,-0.19798378504230674,-0.2833540461825823,0.21341337398475854
2011-05-09,0.22393335280744367,0.23213810806102964,0.5264611381749489,-0.19301968297637787,-0.27568415938733487,0.23519218044621473,0.2509790628740758
2011-05-16,0.3242292718719148,0.36606013236969515,0.39990554495581665,-0.33644772293680414,-0.21879829129920575,0.33440929117680585,0.13064177386177736
2011-05-23,-0.08446507284378937,0.3234663000527115,0.82980154174457,-0.2953731496933452,-0.1953678264218375,0.3840154411374197,0.03792276602427088
2011-05-31,0.4829625487664125,0.5099525015545822,0.3396917767192106,-0.3708773826126257,-0.2779189830694887,0.05723378305786334,0.2589557555840458
2011-06-06,-0.021005612936557828,0.4879924408780929,0.5390094197434606,-0.2632440698051062,-0.18839428985277962,0.45219934577319004,-0.006557233800300086
2011-06-13,0.1987716385981613,0.6468610045653926,0.72346562916184,-0.20261600669079413,-0.31125818851027304,0.19657263770086494,-0.2517967148251918
